date,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4
2025-12-07 23:45:00,-26.27,-26.27,-26.27,77.04,30.46,30.46,12.56,30.46,84.13,12.56,13.05,9.61,42.99,42.99,42.99,9.61,42.99,9.61,13.05,13.05,13.05
2025-12-08 12:00:00,87.27,87.27,87.27,93.11,67.4,0.0,70.73,76.81,58.47,70.73,53.65,53.65,70.73,70.73,70.3,45.5,70.73,39.7,39.7,53.65,53.65
2025-12-08 12:15:00,81.04,81.04,81.04,112.65,58.2,0.0,71.03,74.36,60.8,65.15,41.0,41.0,70.83,71.03,70.83,36.1,70.83,36.1,36.1,41.0,41.0
2025-12-08 12:30:00,40.78,40.78,40.78,102.3,70.57,7.18,70.57,79.09,61.73,64.7,40.78,40.78,70.57,70.57,70.57,36.8,70.57,36.8,36.8,40.78,40.78
2025-12-08 12:45:00,37.41,37.41,37.41,105.61,71.02,4.5,71.02,78.36,69.73,66.65,45.07,37.41,71.02,71.02,71.02,36.9,71.02,36.9,36.9,37.41,37.41
2025-12-08 13:00:00,36.1,36.1,36.1,99.24,20.98,8.23,73.01,76.07,99.24,73.01,36.1,36.1,68.53,73.01,65.14,45.5,68.53,36.1,36.1,36.1,36.1
2025-12-08 13:15:00,53.65,53.65,53.65,104.43,30.75,7.46,73.24,80.0,72.32,73.24,53.65,53.65,68.53,73.24,68.53,46.47,68.53,36.0,36.0,53.65,53.65
2025-12-08 13:30:00,53.0,53.0,53.0,107.5,73.68,0.65,74.23,79.79,78.26,74.23,53.0,53.0,68.53,74.23,68.53,35.9,68.53,35.9,35.9,53.0,53.0
2025-12-08 13:45:00,53.65,53.65,53.65,94.59,77.06,10.68,74.27,77.06,94.59,74.27,53.65,53.65,68.57,74.27,68.57,35.0,68.57,35.0,35.0,53.65,53.65
2025-12-08 14:00:00,40.78,40.78,40.78,89.01,75.03,0.0,73.99,75.03,89.01,71.05,40.78,40.78,71.31,73.99,71.31,47.43,71.31,27.0,27.0,40.78,40.78
2025-12-08 14:15:00,42.92,42.92,42.92,95.0,76.19,0.0,76.02,78.71,95.0,73.5,42.92,42.92,74.07,76.02,71.43,35.0,71.43,35.0,35.0,42.92,42.92
2025-12-08 14:30:00,56.12,56.12,56.12,119.4,57.52,0.0,78.01,78.01,119.4,66.55,45.07,45.07,76.3,76.55,71.55,36.0,71.55,36.0,36.0,45.07,45.07
2025-12-08 14:45:00,54.06,54.06,54.06,124.73,54.1,0.0,83.01,83.01,124.73,66.22,54.06,54.06,76.3,76.65,70.78,39.0,70.78,39.0,39.0,54.06,54.06
2025-12-08 15:00:00,40.78,40.78,40.78,104.38,84.4,14.48,81.01,85.79,104.38,75.87,40.78,40.78,75.87,75.87,71.23,40.78,71.23,40.78,40.78,40.78,40.78
2025-12-08 15:15:00,49.36,49.36,49.36,90.76,33.34,22.47,76.01,84.03,90.76,76.01,49.36,49.36,76.01,76.01,76.01,44.81,68.09,44.81,44.81,49.36,49.36
2025-12-08 15:30:00,60.42,60.42,60.42,93.29,25.21,24.23,80.0,81.35,84.72,71.52,60.42,60.42,77.0,77.0,77.0,39.0,68.07,39.0,39.0,60.42,60.42
2025-12-08 15:45:00,59.6,59.6,59.6,108.05,61.0,30.11,84.01,91.94,108.05,59.6,59.6,59.6,77.1,77.1,77.1,36.0,68.74,36.0,36.0,59.6,59.6
2025-12-08 16:00:00,57.24,57.24,57.24,105.41,48.47,22.89,76.01,85.86,104.17,65.38,57.24,57.24,76.01,76.01,69.9,35.0,69.9,35.0,35.0,57.24,57.24
2025-12-08 16:15:00,57.24,57.24,57.24,122.47,77.74,35.01,81.01,89.67,120.69,76.69,57.24,57.24,76.69,76.69,69.7,35.0,69.7,35.0,35.0,57.24,57.24
2025-12-08 16:30:00,64.39,64.39,64.39,132.41,78.56,43.2,85.01,85.01,132.41,74.55,64.39,64.39,74.55,74.55,74.14,35.0,74.14,35.0,35.0,64.39,64.39
2025-12-08 16:45:00,66.53,66.53,66.53,109.22,91.91,48.58,85.01,92.3,130.45,75.29,66.53,66.53,75.29,75.29,71.0,35.0,71.0,35.0,35.0,66.53,66.53
2025-12-08 17:00:00,56.11,56.11,56.11,133.77,67.98,40.51,89.06,95.46,129.55,74.03,74.03,56.11,74.03,74.03,56.11,42.49,70.09,42.49,56.11,56.11,56.11
2025-12-08 17:15:00,60.42,60.42,60.42,123.1,55.01,55.01,89.97,96.67,117.37,70.7,70.7,60.42,76.29,76.29,60.42,41.74,70.11,41.74,60.42,60.42,60.42
2025-12-08 17:30:00,60.42,60.42,60.42,121.62,87.01,77.69,87.01,89.3,112.66,70.76,70.76,60.42,76.52,76.52,70.09,42.49,70.09,42.49,60.42,60.42,60.42
2025-12-08 17:45:00,56.11,56.11,56.11,115.97,87.01,84.25,87.01,89.96,91.48,70.88,70.88,56.11,77.07,77.07,70.09,41.74,70.09,41.74,56.11,56.11,56.11
2025-12-08 18:00:00,57.24,57.24,57.24,96.23,80.45,80.45,80.45,95.3,76.4,66.53,66.53,57.24,76.3,76.3,70.01,45.36,70.01,45.36,45.36,57.24,57.24
2025-12-08 18:15:00,58.41,58.41,58.41,120.5,82.26,82.26,82.26,88.01,79.76,64.39,64.39,58.41,76.29,76.29,76.29,45.12,72.47,45.12,45.12,58.41,58.41
2025-12-08 18:30:00,48.0,48.0,48.0,120.99,86.31,86.31,86.01,87.5,90.63,60.09,60.09,48.0,76.29,76.29,76.29,44.1,72.54,44.1,44.1,48.0,48.0
2025-12-08 18:45:00,41.34,41.34,41.34,122.69,86.31,86.31,84.4,86.31,96.39,55.8,55.8,41.34,75.6,75.6,75.6,40.25,72.38,40.25,40.25,41.34,41.34
2025-12-08 19:00:00,61.37,61.37,61.37,120.71,86.45,86.45,85.01,86.45,89.1,65.38,65.38,61.37,74.56,74.56,74.56,35.0,73.06,35.0,35.0,61.37,61.37
2025-12-08 19:15:00,55.53,55.53,55.53,124.01,86.4,86.4,84.07,86.4,82.34,60.68,60.68,55.53,74.56,74.56,74.56,35.0,73.02,35.0,35.0,55.53,55.53
2025-12-08 19:30:00,41.34,41.34,41.34,124.84,81.97,81.97,80.71,90.0,78.35,60.68,60.68,41.34,74.07,74.55,74.07,36.72,73.13,36.72,36.72,41.34,41.34
2025-12-08 19:45:00,47.94,47.94,47.94,121.62,79.04,79.04,79.04,83.04,74.37,60.68,60.68,47.94,74.25,74.25,74.25,33.1,72.96,33.1,33.1,47.94,47.94
2025-12-08 20:00:00,49.09,49.09,49.09,127.95,86.58,86.58,86.58,86.58,83.21,53.0,53.0,49.09,69.31,69.31,69.31,36.84,66.75,32.32,32.32,49.09,49.09
2025-12-08 20:15:00,46.55,46.55,46.55,122.49,83.37,83.37,83.37,83.37,83.18,60.68,60.68,46.55,67.64,70.85,58.56,31.78,66.88,31.78,31.78,46.55,46.55
2025-12-08 20:30:00,44.64,44.64,44.64,120.5,72.92,72.92,72.92,95.78,74.45,44.64,44.64,44.64,67.42,72.92,57.96,29.08,64.31,26.44,26.44,44.64,44.64
2025-12-08 20:45:00,42.92,42.92,42.92,89.63,53.53,53.53,65.64,70.54,73.88,42.92,42.92,42.92,65.64,65.64,56.6,26.02,65.64,23.5,23.5,42.92,42.92
2025-12-08 21:00:00,45.07,45.07,45.07,109.16,74.04,74.04,74.04,76.76,74.04,45.07,45.07,45.07,72.34,72.34,72.34,30.16,64.21,13.9,13.9,45.07,45.07
2025-12-08 21:15:00,44.92,44.92,44.92,96.64,69.42,69.42,69.42,71.36,69.42,53.65,53.65,44.92,67.37,69.42,61.55,29.19,64.18,13.16,13.16,44.92,44.92
2025-12-08 21:30:00,43.56,43.56,43.56,111.24,70.88,70.88,70.88,72.08,76.22,53.51,53.51,43.56,66.97,70.88,62.95,27.12,64.06,11.54,11.54,43.56,43.56
2025-12-08 21:45:00,40.78,40.78,40.78,90.3,64.1,64.1,64.1,64.1,77.47,58.33,40.78,40.78,64.1,64.1,58.83,24.17,64.1,21.06,21.06,40.78,40.78
2025-12-08 22:00:00,42.93,42.93,42.93,98.59,70.71,70.71,80.39,94.35,80.39,49.89,42.93,42.93,66.03,70.45,51.51,25.58,66.03,23.5,23.5,42.93,42.93
2025-12-08 22:15:00,41.64,41.64,41.64,91.24,73.1,73.1,73.1,83.7,73.1,55.34,41.64,41.64,65.82,68.76,50.5,23.27,65.82,19.62,19.62,41.64,41.64
2025-12-08 22:30:00,40.79,40.79,40.79,89.99,69.39,69.39,69.39,70.06,83.06,58.33,50.33,40.79,65.48,66.68,49.94,22.38,65.48,14.27,14.27,40.79,40.79
2025-12-08 22:45:00,36.52,36.52,36.52,84.45,66.94,66.94,66.94,66.94,66.94,52.3,36.52,36.52,63.13,66.94,48.69,21.97,63.13,19.09,19.09,36.52,36.52
2025-12-08 23:00:00,40.48,40.48,40.48,102.0,72.31,72.31,72.31,88.7,98.18,55.8,55.8,40.48,65.44,68.06,48.89,19.62,65.44,19.62,19.62,40.48,40.48
2025-12-08 23:15:00,37.95,37.95,37.95,100.0,70.5,70.5,68.01,78.7,68.07,56.0,41.0,37.95,64.77,67.56,48.34,19.09,64.25,19.09,19.09,37.95,37.95
2025-12-08 23:30:00,32.8,32.8,32.8,95.16,68.8,68.8,68.8,68.8,68.8,49.36,49.36,32.8,64.85,67.51,47.19,10.0,64.21,10.0,10.0,32.8,32.8
2025-12-08 23:45:00,-4999.5,24.94,24.94,76.27,64.09,64.09,64.09,64.09,64.09,50.0,30.1,3.56,63.16,63.16,45.89,5.0,63.16,3.56,3.56,30.1,30.1
2025-12-09 12:00:00,93.95,93.95,93.95,123.49,93.95,-50.77,93.95,93.95,123.49,93.95,93.95,87.9,87.9,87.9,87.9,87.9,87.9,87.9,87.9,93.95,93.95
2025-12-09 12:15:00,91.02,91.02,91.02,121.8,91.02,-31.93,91.02,91.02,121.8,91.02,91.02,91.02,91.02,91.02,91.02,91.02,91.02,91.02,91.02,91.02,91.02
2025-12-09 12:30:00,91.67,91.67,91.67,122.41,91.67,-8.07,91.67,91.67,122.41,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67,91.67
2025-12-09 12:45:00,91.33,91.33,91.33,126.67,89.93,-14.8,91.33,89.93,126.67,91.33,91.33,89.93,89.93,89.93,89.93,89.93,89.93,89.93,89.93,91.33,91.33
2025-12-09 13:00:00,92.06,92.06,92.06,133.3,92.06,-14.51,92.06,92.06,133.3,92.06,92.06,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,92.06,92.06
2025-12-09 13:15:00,92.06,92.06,92.06,134.21,90.5,-22.46,92.84,90.5,134.21,92.84,92.84,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,92.06,92.06
2025-12-09 13:30:00,92.06,92.06,92.06,124.19,90.56,-53.56,95.99,90.56,124.19,95.99,95.99,90.56,90.56,90.56,90.56,90.56,90.56,90.56,90.56,92.06,92.06
2025-12-09 13:45:00,100.49,100.49,100.49,124.3,91.0,-47.08,100.49,91.0,124.3,100.49,100.49,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,92.06,100.49
2025-12-09 14:00:00,84.11,84.11,84.11,139.51,84.11,-39.03,89.1,84.11,139.51,89.1,89.1,84.11,84.11,84.11,84.11,84.11,84.11,84.11,84.11,84.11,84.11
2025-12-09 14:15:00,95.87,95.87,95.87,142.74,93.01,-38.33,95.87,93.01,142.74,95.87,95.87,93.01,93.01,93.01,93.01,93.01,93.01,93.01,93.01,93.01,95.87
2025-12-09 14:30:00,102.38,102.38,102.38,145.54,97.68,-31.9,102.38,96.77,174.3,102.38,102.38,100.92,96.77,96.77,98.59,98.59,96.77,100.92,98.59,100.92,102.38
2025-12-09 14:45:00,108.01,108.01,108.01,149.41,93.2,-27.7,108.01,93.2,169.83,108.01,108.01,101.41,94.88,94.88,101.41,101.41,94.88,101.41,101.41,101.41,108.01
2025-12-09 15:00:00,100.92,100.92,100.92,125.79,104.28,-12.0,104.28,95.07,121.97,104.28,104.28,99.7,93.38,93.38,99.7,99.7,93.38,99.7,99.7,100.92,100.92
2025-12-09 15:15:00,109.06,109.06,109.06,132.84,104.44,-7.5,109.06,100.05,129.94,109.06,109.06,103.6,91.93,91.93,103.6,103.6,91.93,103.6,103.6,109.06,109.06
2025-12-09 15:30:00,114.0,114.0,114.0,142.71,103.28,-3.7,115.26,103.28,122.86,115.26,115.26,110.79,101.55,101.55,110.79,110.79,101.55,110.79,110.79,114.0,114.0
2025-12-09 15:45:00,110.09,110.09,110.09,155.0,101.6,-35.19,119.05,101.6,145.23,119.05,119.05,110.09,101.6,101.6,107.61,107.61,107.61,107.61,107.61,110.09,110.09
2025-12-09 16:00:00,111.15,111.15,111.15,142.7,102.58,-1.98,111.15,94.06,163.8,111.15,111.15,111.15,87.9,87.9,94.69,94.69,87.9,109.0,100.8,111.15,111.15
2025-12-09 16:15:00,116.37,116.37,116.37,142.73,100.47,8.06,116.37,100.08,176.77,116.37,116.37,116.37,91.04,91.04,105.6,105.6,91.04,105.6,105.6,116.37,116.37
2025-12-09 16:30:00,116.67,116.67,116.67,142.71,101.38,20.8,116.67,101.38,176.97,116.67,116.67,110.46,93.86,93.86,102.86,102.86,93.86,104.81,104.81,116.67,116.67
2025-12-09 16:45:00,118.74,118.74,118.74,142.76,98.76,29.12,115.37,98.76,180.01,115.37,118.74,118.74,98.76,98.76,101.43,101.43,98.76,102.71,102.71,118.74,118.74
2025-12-09 17:00:00,109.7,109.7,109.7,142.71,94.0,49.75,113.07,94.0,173.88,94.0,109.7,109.7,94.0,94.0,109.7,109.7,109.7,109.7,109.7,109.7,109.7
2025-12-09 17:15:00,110.46,110.46,110.46,142.7,95.47,61.45,114.98,95.47,164.66,95.47,114.98,110.46,95.47,95.47,100.91,100.91,100.91,100.91,100.91,110.46,110.46
2025-12-09 17:30:00,110.46,110.46,110.46,142.7,100.25,75.59,113.67,100.25,160.0,100.25,113.67,110.46,100.25,100.25,110.46,110.46,110.46,110.46,110.46,110.46,110.46
2025-12-09 17:45:00,106.75,106.75,106.75,141.08,95.62,84.4,110.42,95.62,155.19,95.62,110.42,106.75,95.62,95.62,106.75,106.75,106.75,106.75,106.75,106.75,106.75
2025-12-09 18:00:00,102.18,102.18,102.18,136.98,111.3,76.58,111.3,91.77,161.95,102.83,111.3,102.18,96.43,96.43,96.43,96.43,96.43,96.43,96.43,96.43,96.43
2025-12-09 18:15:00,100.92,100.92,100.92,125.25,77.1,77.1,105.62,77.1,155.49,93.27,105.62,100.92,90.55,90.55,90.89,88.49,90.89,90.89,90.89,100.92,100.92
2025-12-09 18:30:00,106.21,106.21,106.21,136.98,89.26,89.26,104.03,89.04,151.22,89.04,104.03,106.21,89.04,89.04,89.04,84.86,89.04,86.06,86.06,104.03,104.03
2025-12-09 18:45:00,127.02,127.02,127.02,138.21,71.13,71.13,107.01,71.13,152.01,79.04,79.04,127.02,74.29,74.29,74.29,67.48,74.29,73.6,73.6,79.04,79.04
2025-12-09 19:00:00,118.74,118.74,118.74,140.0,80.31,80.31,108.0,80.31,155.07,80.31,90.0,118.74,77.15,77.15,85.77,78.02,85.77,85.77,85.77,90.0,90.0
2025-12-09 19:15:00,110.46,110.46,110.46,142.71,93.42,82.97,106.41,93.42,156.96,93.42,93.42,110.46,82.4,82.4,82.4,68.17,82.4,75.35,75.35,93.42,93.42
2025-12-09 19:30:00,118.74,118.74,118.74,138.09,73.12,73.12,96.0,73.12,155.3,73.12,80.0,118.74,73.12,73.12,73.12,40.13,73.12,71.3,71.3,80.0,80.0
2025-12-09 19:45:00,102.18,102.18,102.18,139.5,73.16,73.16,90.0,73.16,155.2,73.16,74.33,102.18,73.16,73.16,73.16,37.52,73.16,73.0,73.0,74.33,74.33
2025-12-09 20:00:00,162.36,162.36,162.36,136.98,80.97,80.97,104.02,80.97,147.01,80.97,83.8,93.9,80.97,80.97,80.97,27.55,80.97,80.97,80.97,80.97,83.8
2025-12-09 20:15:00,147.69,147.69,147.69,129.59,76.17,76.17,95.99,76.17,147.69,76.17,78.8,76.17,76.17,76.17,76.17,27.3,76.17,76.17,76.17,76.17,78.8
2025-12-09 20:30:00,131.83,131.83,131.83,125.43,75.0,75.0,91.99,75.0,131.83,75.0,75.0,85.62,75.0,75.0,75.0,32.81,75.0,75.0,75.0,75.0,75.0
2025-12-09 20:45:00,86.29,86.29,86.29,120.18,66.0,66.0,87.99,72.82,120.18,72.82,72.82,85.62,72.82,72.82,72.82,32.31,72.82,32.31,72.82,72.82,72.82
2025-12-09 21:00:00,97.79,97.79,97.79,139.32,74.64,74.64,91.99,75.86,113.8,75.86,75.86,85.62,75.86,75.86,75.86,26.95,75.86,75.86,75.86,75.86,75.86
2025-12-09 21:15:00,126.53,126.53,126.53,130.0,51.46,51.46,89.98,73.27,130.0,73.27,73.27,126.53,73.27,73.27,73.27,26.09,73.27,73.27,73.27,73.27,73.27
2025-12-09 21:30:00,77.34,77.34,77.34,120.64,54.01,54.01,87.44,70.04,120.64,70.04,70.04,77.34,70.04,70.04,70.04,26.6,70.04,70.04,70.04,70.04,70.04
2025-12-09 21:45:00,69.06,69.06,69.06,114.36,48.74,48.74,74.58,68.43,103.52,68.43,69.06,69.06,68.43,68.43,68.43,32.47,68.43,32.47,68.43,68.43,69.06
2025-12-09 22:00:00,68.5,68.5,68.5,125.67,68.5,29.7,89.1,68.5,110.9,68.5,68.5,68.5,68.5,68.5,68.5,26.09,68.5,68.5,68.5,68.5,68.5
2025-12-09 22:15:00,67.12,67.12,67.12,122.83,67.12,22.4,88.91,67.12,113.52,67.12,67.12,67.12,67.12,67.12,67.12,26.09,67.12,67.12,67.12,67.12,67.12
2025-12-09 22:30:00,63.04,63.04,63.04,116.32,63.04,45.21,81.99,63.04,127.9,63.04,63.04,63.04,63.04,63.04,63.04,46.96,63.04,63.04,63.04,63.04,63.04
2025-12-09 22:45:00,61.34,61.34,61.34,100.1,22.69,22.69,76.0,61.34,107.67,61.34,61.34,61.34,61.34,61.34,61.34,26.0,61.34,58.46,58.46,61.34,61.34
2025-12-09 23:00:00,56.85,56.85,56.85,117.2,38.74,38.74,71.99,56.85,106.41,56.85,56.85,56.85,56.85,56.85,56.85,24.14,56.85,56.85,56.85,56.85,56.85
2025-12-09 23:15:00,49.53,49.53,49.53,112.54,49.78,44.1,69.99,49.53,106.39,49.53,49.53,49.53,55.86,55.86,51.02,23.63,55.86,47.41,47.41,49.53,49.53
