date,high,low,VWAP,open,close,VWAP1H,VWAP3H,buy_volume,sell_volume,transaction_volume,first_trade_date,last_trade_date
2026-09-07 00:00:00,243.98,131.94,160.01,168.84,155.6,161.61,160.09,3014.2,3105.1,4899.2,2026-09-06 14:28:41,2026-09-06 23:39:14
2026-09-07 01:00:00,202.4,121.8,153.89,149.94,131.47,153.86,153.8,3442.2,3563.2,5885.7,2026-09-06 14:27:05,2026-09-07 00:39:50
2026-09-07 02:00:00,161.97,131.66,152.09,149.05,145.62,149.23,151.98,3263.0,3383.1,5638.9,2026-09-06 14:20:02,2026-09-07 01:38:48
2026-09-07 03:00:00,170.09,112.5,151.36,149.45,115.6,150.64,151.09,3169.7,3528.7,5726.9,2026-09-06 14:23:49,2026-09-07 02:39:18
2026-09-07 04:00:00,172.6,125.8,153.77,149.96,125.8,150.68,153.47,2884.3,3324.0,5354.4,2026-09-06 14:27:21,2026-09-07 03:39:55
2026-09-07 05:00:00,202.29,118.03,164.7,191.79,201.39,160.36,161.5,3071.2,3297.0,5556.8,2026-09-06 14:27:09,2026-09-07 04:39:01
2026-09-07 06:00:00,218.8,163.45,194.76,207.53,194.1,194.37,191.66,3713.9,3984.9,6654.0,2026-09-06 14:20:03,2026-09-07 05:39:56
2026-09-07 07:00:00,264.38,180.99,207.81,213.79,197.0,206.49,204.42,3917.8,4303.1,7384.7,2026-09-06 14:20:06,2026-09-07 06:39:50
2026-09-07 08:00:00,568.6,160.31,202.46,212.6,183.3,205.35,202.06,4158.3,4595.1,7471.9,2026-09-06 14:20:24,2026-09-07 07:39:48
2026-09-07 09:00:00,399.73,121.07,176.48,148.62,379.21,187.34,178.13,5354.2,5473.1,8960.8,2026-09-06 14:30:19,2026-09-07 08:39:54
2026-09-07 10:00:00,312.45,94.3,151.13,122.88,150.67,173.49,158.24,6389.1,6339.4,10080.9,2026-09-06 14:22:17,2026-09-07 09:39:47
2026-09-07 11:00:00,178.85,55.4,117.56,141.0,140.0,136.84,126.36,7639.5,7784.1,12601.7,2026-09-06 14:20:00,2026-09-07 10:39:59
2026-09-07 12:00:00,450.0,-4.12,61.0,98.77,-3.69,70.79,67.45,8288.1,8468.6,13975.3,2026-09-06 14:02:42,2026-09-07 11:39:22
2026-09-07 13:00:00,82.84,-5.89,24.75,38.64,3.0,16.68,23.53,7772.0,8213.1,13348.9,2026-09-06 14:14:49,2026-09-07 12:39:56
2026-09-07 14:00:00,49.17,-6.77,17.29,32.75,5.2,1.22,10.8,7456.5,8242.5,13182.5,2026-09-06 14:00:24,2026-09-07 13:39:46
2026-09-07 15:00:00,95.23,-9.86,31.9,47.6,6.32,10.85,20.71,7169.3,7511.2,12111.8,2026-09-06 14:02:32,2026-09-07 14:39:44
